Probenkennz.	Baustahl	
Datum	02.08.13	
Geschwindigkeit	20	mm/min
Kraftmaximum	4251,6396	N
Probenhoehe a0	1	mm
Probenbreite b0	12,96	mm
Laenge l0	70	mm
Probenhoehe a0 NACH ZUGVERSUCH	0,8	mm
Probenbreite b0 NACH ZUGVERSUCH	8,84	mm
Laenge l0 NACH ZUGVERSUCH	85,84	mm
Standardweg	Standardkraft	
mm	N	
9,8273	4246,75584	
9,83661	4246,87824	
9,84592	4246,79256	
9,8553	4246,79256	
9,86461	4246,71912	
9,87399	4246,71912	
9,8833	4246,59672	
9,89261	4246,96392	
9,90199	4247,12304	
9,91186	4247,44128	
9,92061	4247,68608	
9,92999	4247,80848	
9,93937	4247,80848	
9,94861	4247,68608	
9,95792	4247,77176	
9,9673	4247,8452	
9,97661	4247,88192	
9,98592	4247,88192	
9,9953	4247,93088	
10,00468	4248,05328	
10,01399	4248,05328	
10,02393	4248,37152	
10,03261	4248,68976	
10,04199	4248,89784	
10,0513	4249,05696	
10,06061	4249,09368	
10,06999	4248,97128	
10,0793	4248,81216	
10,08868	4248,77544	
10,09792	4248,77544	
10,10723	4248,86112	
10,11668	4248,81216	
10,12599	4249,09368	
10,1353	4249,33848	
10,14461	4249,54656	
10,15399	4249,58328	
10,16792	4249,7424	
10,17723	4249,8648	
10,18661	4249,95048	
10,19599	4249,90152	
10,2053	4249,65672	
10,21468	4249,42416	
10,22399	4249,26504	
10,2333	4249,17936	
10,24261	4249,26504	
10,25255	4249,46088	
10,2613	4249,95048	
10,27068	4250,26872	
10,27999	4250,46456	
10,2893	4250,58696	
10,29861	4250,58696	
10,30792	4250,55024	
10,3173	4250,58696	
10,32668	4250,55024	
10,33592	4250,39112	
10,3453	4250,02392	
10,35461	4249,77912	
10,36392	4249,90152	
10,3733	4250,42784	
10,3873	4250,99088	
10,39668	4251,07656	
10,40599	4251,03984	
10,4153	4250,91744	
10,42461	4250,67264	
10,43392	4250,63592	
10,44323	4250,67264	
10,45261	4250,83176	
10,46192	4250,79504	
10,4713	4250,67264	
10,48061	4250,51352	
10,48992	4250,58696	
10,50392	4251,07656	
10,5133	4251,23568	
10,52268	4251,23568	
10,53199	4251,23568	
10,5413	4251,11328	
10,55068	4251,03984	
10,55999	4251,03984	
10,56923	4251,15	
10,57861	4251,03984	
10,58792	4250,91744	
10,59786	4250,91744	
10,60668	4251,07656	
10,62061	4251,07656	
10,62992	4251,19896	
10,63923	4251,48048	
10,64861	4251,6396	
10,65799	4251,60288	
10,6673	4251,5172	
10,67668	4251,48048	
10,68599	4251,32136	
10,6953	4251,07656	
10,70461	4251,11328	
10,71399	4251,19896	
10,7233	4251,19896	
10,7373	4251,3948	
10,74661	4251,35808	
10,75599	4251,23568	
10,76523	4251,23568	
10,77461	4251,3948	
10,78399	4251,44376	
10,7933	4251,35808	
10,80261	4251,23568	
10,81199	4251,03984	
10,8213	4250,86848	
10,83061	4250,83176	
10,83999	4251,07656	
10,8493	4251,19896	
10,85924	4251,19896	
10,86862	4251,2724	
10,8773	4251,2724	
10,88668	4251,11328	
10,89592	4250,95416	
10,90523	4250,95416	
10,91461	4250,86848	
10,92392	4250,70936	
10,93337	4250,58696	
10,94261	4250,63592	
10,95199	4250,70936	
10,96186	4250,70936	
10,9753	4250,83176	
10,98461	4250,91744	
10,99399	4250,86848	
11,0033	4250,79504	
11,01261	4250,63592	
11,02192	4250,42784	
11,0313	4250,232	
11,04061	4250,14632	
11,04992	4250,02392	
11,0593	4249,95048	
11,06924	4249,95048	
11,07792	4250,06064	
11,09192	4250,232	
11,10123	4250,14632	
11,11061	4250,3544	
11,11999	4250,26872	
11,12937	4250,06064	
11,13868	4249,77912	
11,14792	4249,26504	
11,1573	4248,93456	
11,16661	4248,97128	
11,17592	4249,21608	
11,1853	4249,3752	
11,19524	4249,33848	
11,20399	4249,58328	
11,2133	4249,70568	
11,22261	4249,58328	
11,23192	4249,42416	
11,2413	4249,42416	
11,25061	4249,26504	
11,25999	4248,86112	
11,2693	4248,4572	
11,27861	4248,09	
11,28792	4247,93088	
11,29786	4247,93088	
11,30668	4248,17568	
11,31599	4248,40824	
11,3253	4248,49392	
11,33468	4248,4572	
11,34399	4248,24912	
11,3533	4248,28584	
11,36261	4247,9676	
11,37192	4247,93088	
11,38123	4247,80848	
11,39068	4247,52696	
11,39999	4247,08632	
11,4093	4246,79256	
11,41861	4246,63344	
11,43261	4246,75584	
11,44192	4246,96392	
11,4513	4247,12304	
11,46068	4246,96392	
11,46999	4246,75584	
11,4793	4246,63344	
11,48861	4246,4376	
11,49792	4246,15608	
11,5073	4246,03368	
11,51661	4245,91128	
11,52599	4245,54408	
11,53593	4245,26256	
11,54461	4245,22584	
11,55392	4245,34824	
11,56323	4245,59304	
11,57261	4245,50736	
11,58199	4245,47064	
11,5913	4245,34824	
11,60068	4245,18912	
11,60999	4245,01776	
11,6193	4244,82192	
11,62854	4244,62608	
11,63799	4244,418	
11,64793	4244,22216	
11,65668	4244,0508	
11,67068	4243,89168	
11,67999	4243,85496	
11,68923	4243,9284	
11,69861	4243,85496	
11,70792	4243,61016	
11,7173	4243,32864	
11,72661	4243,16952	
11,73599	4242,72888	
11,7453	4242,36168	
11,75461	4242,276	
11,76392	4242,1536	
11,77799	4242,32496	
11,7873	4242,5208	
11,79668	4242,3984	
11,80599	4242,08016	
11,81523	4241,87208	
11,82461	4241,63952	
11,83392	4241,358	
11,8433	4240,90512	
11,85261	4240,78272	
11,86199	4240,6236	
11,87592	4240,26864	
11,8853	4240,21968	
11,89461	4240,14624	
11,90399	4240,06056	
11,9133	4239,97488	
11,92261	4239,77904	
11,93199	4239,53424	
11,9413	4239,13032	
11,95061	4238,89776	
11,96055	4238,7264	
11,9693	4238,53056	
11,97861	4238,20008	
11,98792	4237,91856	
11,9973	4237,84512	
12,00661	4237,75944	
12,01592	4237,84512	
12,02523	4238,04096	
12,03461	4238,00424	
12,04399	4237,63704	
12,05337	4237,1964	
12,06268	4236,71904	
12,07199	4236,22944	
12,08592	4235,94792	
12,0953	4235,94792	
12,10461	4235,7888	
12,11399	4235,58072	
12,1233	4235,62968	
12,13261	4235,544	
12,14192	4235,26248	
12,15123	4235,0544	
12,16061	4234,85856	
12,17055	4234,69944	
12,1793	4234,33224	
12,18868	4233,96504	
12,19799	4233,5244	
12,20737	4232,99808	
12,21661	4232,71656	
12,22592	4232,52072	
12,2353	4232,59416	
12,24468	4232,43504	
12,25399	4232,52072	
12,2633	4232,43504	
12,27261	4232,1168	
12,28192	4231,83528	
12,29186	4231,6272	
12,30061	4231,27224	
12,30999	4230,86832	
12,3193	4230,41544	
12,32861	4230,01152	
12,33799	4229,6076	
12,3473	4229,28936	
12,35661	4229,28936	
12,36592	4229,16696	
12,3753	4229,09352	
12,38468	4228,88544	
12,39399	4228,84872	
12,4033	4228,6896	
12,41261	4228,28568	
12,42192	4228,00416	
12,4313	4227,88176	
12,44061	4227,35544	
12,44999	4226,86584	
12,4593	4226,51088	
12,46861	4226,22936	
12,47792	4226,058	
12,4873	4225,98456	
12,50137	4225,73976	
12,51068	4225,45824	
12,51999	4224,96864	
12,5293	4224,6504	
12,53861	4224,20976	
12,54792	4223,87928	
12,5573	4223,59776	
12,56661	4223,27952	
12,57648	4222,91232	
12,5853	4222,55736	
12,59468	4222,31256	
12,60399	4221,90864	
12,61323	4221,70056	
12,62261	4221,5904	
12,63192	4221,38232	
12,6413	4221,1008	
12,65068	4220,7336	
12,65999	4220,29296	
12,6693	4219,76664	
12,67861	4219,28928	
12,68799	4219,00776	
12,6973	4218,92208	
12,70661	4218,92208	
12,71599	4218,60384	
12,7253	4218,19992	
12,73461	4217,796	
12,74392	4217,51448	
12,75386	4217,184	
12,76261	4216,98816	
12,77192	4216,54752	
12,7813	4215,97224	
12,79061	4215,45816	
12,79999	4215,09096	
12,8093	4214,72376	
12,81861	4214,3688	
12,82799	4214,124	
12,8373	4213,8792	
12,84668	4213,59768	
12,85599	4213,10808	
12,86999	4212,3492	
12,87923	4211,8596	
12,88861	4211,50464	
12,89799	4211,17416	
12,9073	4210,64784	
12,91661	4210,17048	
12,92592	4209,68088	
12,9353	4209,32592	
12,94461	4209,27696	
12,95861	4208,922	
12,96799	4208,39568	
12,9773	4207,78368	
12,98668	4207,18392	
12,99592	4206,6576	
13,0053	4206,25368	
13,01461	4205,84976	
13,02399	4205,32344	
13,03386	4204,80936	
13,04261	4204,56456	
13,05199	4204,16064	
13,0613	4203,91584	
13,07061	4203,5976	
13,07992	4203,19368	
13,08923	4202,82648	
13,09861	4202,30016	
13,10799	4201,65144	
13,11737	4200,89256	
13,12668	4200,15816	
13,13592	4199,64408	
13,14992	4198,95864	
13,1593	4198,3956	
13,16868	4198,10184	
13,17799	4197,86928	
13,1873	4197,50208	
13,19661	4197,06144	
13,20592	4196,73096	
13,21523	4196,16792	
13,22461	4195,5192	
13,23392	4194,79704	
13,24792	4193,7444	
13,2573	4192,89984	
13,26661	4192,17768	
13,27592	4191,68808	
13,2853	4191,40656	
13,29468	4191,0516	
13,30399	4190,8068	
13,3133	4190,36616	
13,32261	4189,83984	
13,33192	4189,22784	
13,34592	4188,38328	
13,3553	4187,66112	
13,36461	4186,81656	
13,37399	4185,88632	
13,3833	4185,2376	
13,39261	4184,51544	
13,40192	4184,06256	
13,4113	4183,54848	
13,42124	4183,0956	
13,42999	4182,53256	
13,4393	4181,96952	
13,44868	4181,36976	
13,45799	4180,51296	
13,4673	4179,59496	
13,47661	4178,82384	
13,48592	4178,016	
13,4953	4177,20816	
13,50468	4176,55944	
13,51399	4175,95968	
13,52799	4175,02944	
13,5373	4174,55208	
13,54661	4173,98904	
13,55592	4173,3036	
13,5653	4172,53248	
13,57468	4171,76136	
13,58399	4170,72096	
13,5933	4169,79072	
13,60317	4168,73808	
13,61192	4168,08936	
13,6213	4167,45288	
13,63068	4166,64504	
13,63992	4165,8372	
13,6493	4165,06608	
13,65861	4164,22152	
13,66792	4163,37696	
13,6773	4162,64256	
13,68661	4161,83472	
13,69655	4160,79432	
13,7053	4159,86408	
13,71468	4158,89712	
13,72399	4157,8812	
13,7333	4156,87752	
13,74261	4156,03296	
13,75192	4155,3108	
13,7613	4154,29488	
13,77068	4153,2912	
13,77999	4152,44664	
13,7893	4151,46744	
13,80323	4149,69264	
13,81261	4148,52984	
13,82199	4147,5996	
13,8313	4146,59592	
13,84061	4145,50656	
13,84992	4144,57632	
13,8593	4143,60936	
13,86861	4142,6424	
13,87862	4141,62648	
13,8873	4140,69624	
13,89661	4139,53344	
13,90592	4138,3584	
13,9153	4137,35472	
13,92461	4136,10624	
13,93392	4134,6864	
13,9433	4133,4012	
13,95261	4132,18944	
13,96199	4130,94096	
13,97137	4129,6068	
13,98068	4128,444	
13,99461	4126,82832	
14,00392	4125,77568	
14,0133	4124,49048	
14,02261	4123,27872	
14,03199	4121,85888	
14,04137	4120,20648	
14,05068	4118,63976	
14,05999	4117,1832	
14,06986	4115,6532	
14,07868	4114,31904	
14,08799	4112,98488	
14,0973	4111,69968	
14,10668	4110,40224	
14,11599	4109,03136	
14,1253	4107,41568	
14,13461	4105,88568	
14,14392	4104,3924	
14,1533	4102,94808	
14,16317	4101,17328	
14,17199	4099,47192	
14,1813	4097,7828	
14,19068	4095,92232	
14,19992	4094,18424	
14,2093	4092,61752	
14,21861	4091,28336	
14,22799	4089,8268	
14,2373	4088,1744	
14,24724	4086,3996	
14,25592	4084,71048	
14,26523	4082,85	
14,27461	4080,9528	
14,28399	4079,01888	
14,2933	4076,99928	
14,30261	4074,86952	
14,31199	4072,76424	
14,3213	4070,916	
14,33061	4069,1412	
14,34055	4067,31744	
14,3493	4065,62832	
14,35861	4063,73112	
14,36799	4061,63808	
14,3773	4059,4104	
14,38661	4057,28064	
14,39592	4055,10192	
14,4053	4052,99664	
14,41461	4050,86688	
14,42392	4048,68816	
14,43386	4046,17896	
14,44261	4043,84112	
14,45199	4041,71136	
14,4613	4039,85088	
14,47061	4037,83128	
14,47999	4035,53016	
14,4893	4033,19232	
14,49868	4030,69536	
14,50799	4028,30856	
14,51786	4025,72592	
14,52661	4023,63288	
14,53592	4021,17264	
14,5453	4018,50432	
14,55461	4015,88496	
14,56399	4013,42472	
14,5733	4010,84208	
14,58261	4008,25944	
14,59192	4005,88488	
14,6013	4003,26552	
14,61061	4000,63392	
14,62461	3996,64368	
14,63399	3993,77952	
14,6433	3990,91536	
14,65268	3987,97776	
14,66192	3985,30944	
14,6713	3982,482	
14,68061	3979,70352	
14,68992	3976,96176	
14,69993	3973,76712	
14,70868	3970,90296	
14,71799	3968,00208	
14,7273	3965,2236	
14,73661	3962,23704	
14,74599	3959,12808	
14,7553	3955,9824	
14,76461	3952,83672	
14,77392	3949,56864	
14,78386	3946,05576	
14,79261	3943,11816	
14,80199	3939,96024	
14,8113	3936,77784	
14,82068	3933,59544	
14,82999	3930,36408	
14,8393	3927,05928	
14,84868	3923,46072	
14,85799	3919,9968	
14,86786	3916,53288	
14,87661	3913,30152	
14,88592	3909,7152	
14,8953	3906,0432	
14,90461	3902,28552	
14,91392	3898,6992	
14,92323	3895,30872	
14,93261	3891,8448	
14,94199	3888,2952	
14,9513	3884,41512	
14,96068	3880,584	
14,97461	3874,73328	
14,98399	3870,70632	
14,9933	3866,86296	
15,00261	3862,99512	
15,01199	3858,84576	
15,0213	3854,80656	
15,03061	3851,01216	
15,04055	3846,81384	
15,0493	3842,86032	
15,05861	3838,83336	
15,06792	3834,75744	
15,0773	3830,48568	
15,08661	3826,00584	
15,09599	3821,61168	
15,10537	3817,04616	
15,11461	3812,33376	
15,12392	3807,85392	
15,13386	3803,166	
15,14261	3798,93096	
15,15199	3794,34096	
15,1613	3789,73872	
15,17061	3785,1732	
15,17992	3780,4608	
15,1893	3775,57704	
15,19861	3770,69328	
15,20799	3765,61368	
15,2173	3760,41168	
15,22724	3754,80576	
15,23599	3749,83632	
15,2453	3744,38952	
15,25461	3739,11408	
15,26399	3733,98552	
15,2733	3728,78352	
15,28268	3723,45912	
15,29199	3717,9756	
15,3013	3712,35744	
15,31061	3706,55568	
15,31992	3700,58256	
15,32923	3694,536	
15,3433	3685,38048	
15,35261	3679,04016	
15,36199	3672,46728	
15,3713	3666,17592	
15,38061	3659,76216	
15,38992	3653,26272	
15,3993	3646,84896	
15,40868	3640,15368	
15,41799	3633,01776	
15,42737	3625,58808	
15,4413	3614,41296	
15,45061	3606,87312	
15,45992	3599,1252	
15,46923	3591,42624	
15,47868	3583,11528	
15,48799	3574,6452	
15,4973	3566,05272	
15,50661	3557,41128	
15,51592	3548,50056	
15,5253	3539,29608	
15,5393	3525,09768	
15,54861	3514,93848	
15,55799	3504,48552	
15,5673	3493,51848	
15,57661	3482,22096	
15,58592	3470,51952	
15,5953	3458,37744	
15,60461	3445,79472	
15,61392	3432,44088	
15,62799	3411,25344	
15,6373	3396,45528	
15,64661	3380,71464	
15,65592	3363,98256	
15,6653	3346,0632	
15,67461	3327,1524	
15,68392	3306,93192	
15,6933	3285,38952	
15,70324	3260,8728	
15,71199	3238,03296	
15,7213	3212,13312	
15,73061	3184,42176	
15,73999	3154,8132	
15,7493	3122,78112	
15,75868	3088,1664	
15,76799	3050,93232	
15,7773	3010,8708	
15,78661	2967,43104	
15,79592	2920,14792	
15,80992	2840,14728	
15,8193	2778,8004	
15,82868	2709,41184	
15,83792	2629,09296	
